timestamp,predicted_activity,fall_detected,risk_level
2026-01-01 10:00:03.900,SITTING,False,Low
2026-01-01 10:00:04.000,SITTING,False,Low
2026-01-01 10:00:04.100,STANDING,False,Low
2026-01-01 10:00:04.200,STANDING,False,Low
2026-01-01 10:00:04.300,STANDING,False,Low
2026-01-01 10:00:04.400,SITTING,False,Low
2026-01-01 10:00:04.500,STANDING,False,Low
2026-01-01 10:00:04.600,STANDING,False,Low
2026-01-01 10:00:04.700,STANDING,False,Low
2026-01-01 10:00:04.800,SITTING,False,Low
2026-01-01 10:00:04.900,STANDING,False,Low
2026-01-01 10:00:05.000,STANDING,False,Low
2026-01-01 10:00:05.100,SITTING,False,Low
2026-01-01 10:00:05.200,SITTING,False,Low
2026-01-01 10:00:05.300,SITTING,False,Low
2026-01-01 10:00:05.400,SITTING,False,Low
2026-01-01 10:00:05.500,LAYING,False,Low
2026-01-01 10:00:05.600,LAYING,False,Low
2026-01-01 10:00:05.700,LAYING,False,Low
2026-01-01 10:00:05.800,LAYING,False,Low
2026-01-01 10:00:05.900,LAYING,False,Low
2026-01-01 10:00:06.000,LAYING,False,Low
2026-01-01 10:00:06.100,LAYING,False,Low
2026-01-01 10:00:06.200,LAYING,False,Low
2026-01-01 10:00:06.300,LAYING,False,Low
2026-01-01 10:00:06.400,LAYING,False,Low
2026-01-01 10:00:06.500,LAYING,False,Low
2026-01-01 10:00:06.600,LAYING,False,Low
2026-01-01 10:00:06.700,LAYING,False,Low
2026-01-01 10:00:06.800,LAYING,False,Low
2026-01-01 10:00:06.900,LAYING,False,Low
2026-01-01 10:00:07.000,LAYING,False,Low
2026-01-01 10:00:07.100,LAYING,False,Low
2026-01-01 10:00:07.200,LAYING,False,Low
2026-01-01 10:00:07.300,LAYING,False,Low
2026-01-01 10:00:07.400,LAYING,False,Low
2026-01-01 10:00:07.500,LAYING,False,Low
2026-01-01 10:00:07.600,LAYING,False,Low
2026-01-01 10:00:07.700,LAYING,False,Low
2026-01-01 10:00:07.800,LAYING,False,Low
2026-01-01 10:00:07.900,WALKING,False,Low
2026-01-01 10:00:08.000,WALKING,False,Low
2026-01-01 10:00:08.100,WALKING,False,Low
2026-01-01 10:00:08.200,WALKING,False,Low
2026-01-01 10:00:08.300,WALKING,False,Low
2026-01-01 10:00:08.400,WALKING,False,Low
2026-01-01 10:00:08.500,WALKING,False,Low
2026-01-01 10:00:08.600,WALKING,False,Low
2026-01-01 10:00:08.700,WALKING,False,Low
2026-01-01 10:00:08.800,WALKING,False,Low
2026-01-01 10:00:08.900,WALKING,False,Low
2026-01-01 10:00:09.000,WALKING,False,Low
2026-01-01 10:00:09.100,WALKING,False,Low
2026-01-01 10:00:09.200,WALKING,False,Low
2026-01-01 10:00:09.300,WALKING,False,Low
2026-01-01 10:00:09.400,WALKING,False,Low
2026-01-01 10:00:09.500,WALKING,False,Low
2026-01-01 10:00:09.600,WALKING,False,Low
2026-01-01 10:00:09.700,WALKING,False,Low
2026-01-01 10:00:09.800,WALKING,False,Low
2026-01-01 10:00:09.900,WALKING,False,Low
2026-01-01 10:00:10.000,WALKING,False,Low
2026-01-01 10:00:10.100,WALKING,False,Low
2026-01-01 10:00:10.200,WALKING,False,Low
2026-01-01 10:00:10.300,WALKING,False,Low
2026-01-01 10:00:10.400,WALKING,False,Low
2026-01-01 10:00:10.500,WALKING,False,Low
2026-01-01 10:00:10.600,WALKING,False,Low
2026-01-01 10:00:10.700,WALKING,False,Low
2026-01-01 10:00:10.800,WALKING,False,Low
2026-01-01 10:00:10.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.300,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.400,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:11.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.300,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.400,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:12.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:13.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:13.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:13.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:13.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:13.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:14.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:15.700,WALKING,False,Low
2026-01-01 10:00:15.800,STANDING,False,Low
2026-01-01 10:00:15.900,STANDING,False,Low
2026-01-01 10:00:16.000,STANDING,False,Low
2026-01-01 10:00:16.100,STANDING,False,Low
2026-01-01 10:00:16.200,STANDING,False,Low
2026-01-01 10:00:16.300,STANDING,False,Low
2026-01-01 10:00:16.400,STANDING,False,Low
2026-01-01 10:00:16.500,STANDING,False,Low
2026-01-01 10:00:16.600,STANDING,False,Low
2026-01-01 10:00:16.700,STANDING,False,Low
2026-01-01 10:00:16.800,STANDING,False,Low
2026-01-01 10:00:16.900,STANDING,False,Low
2026-01-01 10:00:17.000,STANDING,False,Low
2026-01-01 10:00:17.100,STANDING,False,Low
2026-01-01 10:00:17.200,STANDING,False,Low
2026-01-01 10:00:17.300,STANDING,False,Low
2026-01-01 10:00:17.400,STANDING,False,Low
2026-01-01 10:00:17.500,STANDING,False,Low
2026-01-01 10:00:17.600,STANDING,False,Low
2026-01-01 10:00:17.700,STANDING,False,Low
2026-01-01 10:00:17.800,STANDING,False,Low
2026-01-01 10:00:17.900,STANDING,False,Low
2026-01-01 10:00:18.000,STANDING,False,Low
2026-01-01 10:00:18.100,SITTING,False,Low
2026-01-01 10:00:18.200,SITTING,False,Low
2026-01-01 10:00:18.300,SITTING,False,Low
2026-01-01 10:00:18.400,SITTING,False,Low
2026-01-01 10:00:18.500,SITTING,False,Low
2026-01-01 10:00:18.600,SITTING,False,Low
2026-01-01 10:00:18.700,SITTING,False,Low
2026-01-01 10:00:18.800,SITTING,False,Low
2026-01-01 10:00:18.900,SITTING,False,Low
2026-01-01 10:00:19.000,SITTING,False,Low
2026-01-01 10:00:19.100,SITTING,False,Low
2026-01-01 10:00:19.200,SITTING,False,Low
2026-01-01 10:00:19.300,SITTING,False,Low
2026-01-01 10:00:19.400,STANDING,False,Low
2026-01-01 10:00:19.500,STANDING,False,Low
2026-01-01 10:00:19.600,STANDING,False,Low
2026-01-01 10:00:19.700,SITTING,False,Low
2026-01-01 10:00:19.800,SITTING,False,Low
2026-01-01 10:00:19.900,STANDING,False,Low
2026-01-01 10:00:20.000,STANDING,False,Low
2026-01-01 10:00:20.100,SITTING,False,Low
2026-01-01 10:00:20.200,SITTING,False,Low
2026-01-01 10:00:20.300,LAYING,False,Low
2026-01-01 10:00:20.400,LAYING,False,Low
2026-01-01 10:00:20.500,LAYING,False,Low
2026-01-01 10:00:20.600,LAYING,False,Low
2026-01-01 10:00:20.700,LAYING,False,Low
2026-01-01 10:00:20.800,LAYING,False,Low
2026-01-01 10:00:20.900,LAYING,False,Low
2026-01-01 10:00:21.000,LAYING,False,Low
2026-01-01 10:00:21.100,LAYING,False,Low
2026-01-01 10:00:21.200,LAYING,False,Low
2026-01-01 10:00:21.300,LAYING,False,Low
2026-01-01 10:00:21.400,LAYING,False,Low
2026-01-01 10:00:21.500,LAYING,False,Low
2026-01-01 10:00:21.600,LAYING,False,Low
2026-01-01 10:00:21.700,LAYING,False,Low
2026-01-01 10:00:21.800,LAYING,False,Low
2026-01-01 10:00:21.900,LAYING,False,Low
2026-01-01 10:00:22.000,LAYING,False,Low
2026-01-01 10:00:22.100,LAYING,False,Low
2026-01-01 10:00:22.200,LAYING,False,Low
2026-01-01 10:00:22.300,LAYING,False,Low
2026-01-01 10:00:22.400,LAYING,False,Low
2026-01-01 10:00:22.500,LAYING,False,Low
2026-01-01 10:00:22.600,LAYING,False,Low
2026-01-01 10:00:22.700,WALKING,False,Low
2026-01-01 10:00:22.800,WALKING,False,Low
2026-01-01 10:00:22.900,WALKING,False,Low
2026-01-01 10:00:23.000,WALKING,False,Low
2026-01-01 10:00:23.100,WALKING,False,Low
2026-01-01 10:00:23.200,WALKING,False,Low
2026-01-01 10:00:23.300,WALKING,False,Low
2026-01-01 10:00:23.400,WALKING,False,Low
2026-01-01 10:00:23.500,WALKING,False,Low
2026-01-01 10:00:23.600,WALKING,False,Low
2026-01-01 10:00:23.700,WALKING,False,Low
2026-01-01 10:00:23.800,WALKING,False,Low
2026-01-01 10:00:23.900,WALKING,False,Low
2026-01-01 10:00:24.000,WALKING,False,Low
2026-01-01 10:00:24.100,WALKING,False,Low
2026-01-01 10:00:24.200,WALKING,False,Low
2026-01-01 10:00:24.300,WALKING,False,Low
2026-01-01 10:00:24.400,WALKING,False,Low
2026-01-01 10:00:24.500,WALKING,False,Low
2026-01-01 10:00:24.600,WALKING,False,Low
2026-01-01 10:00:24.700,WALKING,False,Low
2026-01-01 10:00:24.800,WALKING,False,Low
2026-01-01 10:00:24.900,WALKING,False,Low
2026-01-01 10:00:25.000,WALKING,False,Low
2026-01-01 10:00:25.100,WALKING,False,Low
2026-01-01 10:00:25.200,WALKING,False,Low
2026-01-01 10:00:25.300,WALKING,False,Low
2026-01-01 10:00:25.400,WALKING,False,Low
2026-01-01 10:00:25.500,WALKING,False,Low
2026-01-01 10:00:25.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:25.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:25.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:25.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.200,WALKING_DOWNSTAIRS,True,High
2026-01-01 10:00:26.300,WALKING_DOWNSTAIRS,True,High
2026-01-01 10:00:26.400,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:26.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.300,WALKING_DOWNSTAIRS,True,High
2026-01-01 10:00:27.400,WALKING_DOWNSTAIRS,True,High
2026-01-01 10:00:27.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.700,WALKING_DOWNSTAIRS,True,High
2026-01-01 10:00:27.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:27.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:28.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:29.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:30.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:30.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:30.200,STANDING,False,Low
2026-01-01 10:00:30.300,STANDING,False,Low
2026-01-01 10:00:30.400,STANDING,False,Low
2026-01-01 10:00:30.500,STANDING,False,Low
2026-01-01 10:00:30.600,STANDING,False,Low
2026-01-01 10:00:30.700,STANDING,False,Low
2026-01-01 10:00:30.800,STANDING,False,Low
2026-01-01 10:00:30.900,SITTING,False,Low
2026-01-01 10:00:31.000,SITTING,False,Low
2026-01-01 10:00:31.100,SITTING,False,Low
2026-01-01 10:00:31.200,SITTING,False,Low
2026-01-01 10:00:31.300,SITTING,False,Low
2026-01-01 10:00:31.400,SITTING,False,Low
2026-01-01 10:00:31.500,SITTING,False,Low
2026-01-01 10:00:31.600,SITTING,False,Low
2026-01-01 10:00:31.700,STANDING,False,Low
2026-01-01 10:00:31.800,STANDING,False,Low
2026-01-01 10:00:31.900,STANDING,False,Low
2026-01-01 10:00:32.000,STANDING,False,Low
2026-01-01 10:00:32.100,STANDING,False,Low
2026-01-01 10:00:32.200,STANDING,False,Low
2026-01-01 10:00:32.300,STANDING,False,Low
2026-01-01 10:00:32.400,STANDING,False,Low
2026-01-01 10:00:32.500,STANDING,False,Low
2026-01-01 10:00:32.600,STANDING,False,Low
2026-01-01 10:00:32.700,STANDING,False,Low
2026-01-01 10:00:32.800,STANDING,False,Low
2026-01-01 10:00:32.900,STANDING,False,Low
2026-01-01 10:00:33.000,SITTING,False,Low
2026-01-01 10:00:33.100,SITTING,False,Low
2026-01-01 10:00:33.200,SITTING,False,Low
2026-01-01 10:00:33.300,SITTING,False,Low
2026-01-01 10:00:33.400,SITTING,False,Low
2026-01-01 10:00:33.500,SITTING,False,Low
2026-01-01 10:00:33.600,SITTING,False,Low
2026-01-01 10:00:33.700,SITTING,False,Low
2026-01-01 10:00:33.800,SITTING,False,Low
2026-01-01 10:00:33.900,SITTING,False,Low
2026-01-01 10:00:34.000,SITTING,False,Low
2026-01-01 10:00:34.100,SITTING,False,Low
2026-01-01 10:00:34.200,SITTING,False,Low
2026-01-01 10:00:34.300,SITTING,False,Low
2026-01-01 10:00:34.400,SITTING,False,Low
2026-01-01 10:00:34.500,SITTING,False,Low
2026-01-01 10:00:34.600,SITTING,False,Low
2026-01-01 10:00:34.700,SITTING,False,Low
2026-01-01 10:00:34.800,SITTING,False,Low
2026-01-01 10:00:34.900,SITTING,False,Low
2026-01-01 10:00:35.000,SITTING,False,Low
2026-01-01 10:00:35.100,SITTING,False,Low
2026-01-01 10:00:35.200,SITTING,False,Low
2026-01-01 10:00:35.300,SITTING,False,Low
2026-01-01 10:00:35.400,LAYING,False,Low
2026-01-01 10:00:35.500,LAYING,False,Low
2026-01-01 10:00:35.600,LAYING,False,Low
2026-01-01 10:00:35.700,LAYING,False,Low
2026-01-01 10:00:35.800,LAYING,False,Low
2026-01-01 10:00:35.900,LAYING,False,Low
2026-01-01 10:00:36.000,LAYING,False,Low
2026-01-01 10:00:36.100,LAYING,False,Low
2026-01-01 10:00:36.200,LAYING,False,Low
2026-01-01 10:00:36.300,LAYING,False,Low
2026-01-01 10:00:36.400,LAYING,False,Low
2026-01-01 10:00:36.500,LAYING,False,Low
2026-01-01 10:00:36.600,LAYING,False,Low
2026-01-01 10:00:36.700,LAYING,False,Low
2026-01-01 10:00:36.800,LAYING,False,Low
2026-01-01 10:00:36.900,LAYING,False,Low
2026-01-01 10:00:37.000,LAYING,False,Low
2026-01-01 10:00:37.100,LAYING,False,Low
2026-01-01 10:00:37.200,LAYING,False,Low
2026-01-01 10:00:37.300,LAYING,False,Low
2026-01-01 10:00:37.400,LAYING,False,Low
2026-01-01 10:00:37.500,LAYING,False,Low
2026-01-01 10:00:37.600,LAYING,False,Low
2026-01-01 10:00:37.700,LAYING,False,Low
2026-01-01 10:00:37.800,LAYING,False,Low
2026-01-01 10:00:37.900,LAYING,False,Low
2026-01-01 10:00:38.000,LAYING,False,Low
2026-01-01 10:00:38.100,LAYING,False,Low
2026-01-01 10:00:38.200,LAYING,False,Low
2026-01-01 10:00:38.300,LAYING,False,Low
2026-01-01 10:00:38.400,WALKING,False,Low
2026-01-01 10:00:38.500,WALKING,False,Low
2026-01-01 10:00:38.600,WALKING,False,Low
2026-01-01 10:00:38.700,WALKING,False,Low
2026-01-01 10:00:38.800,WALKING,False,Low
2026-01-01 10:00:38.900,WALKING,False,Low
2026-01-01 10:00:39.000,WALKING,False,Low
2026-01-01 10:00:39.100,WALKING,False,Low
2026-01-01 10:00:39.200,WALKING,False,Low
2026-01-01 10:00:39.300,WALKING,False,Low
2026-01-01 10:00:39.400,WALKING,False,Low
2026-01-01 10:00:39.500,WALKING,False,Low
2026-01-01 10:00:39.600,WALKING,False,Low
2026-01-01 10:00:39.700,WALKING,False,Low
2026-01-01 10:00:39.800,WALKING,False,Low
2026-01-01 10:00:39.900,WALKING,False,Low
2026-01-01 10:00:40.000,WALKING,False,Low
2026-01-01 10:00:40.100,WALKING,False,Low
2026-01-01 10:00:40.200,WALKING,False,Low
2026-01-01 10:00:40.300,WALKING,False,Low
2026-01-01 10:00:40.400,WALKING,False,Low
2026-01-01 10:00:40.500,WALKING,False,Low
2026-01-01 10:00:40.600,WALKING,False,Low
2026-01-01 10:00:40.700,WALKING,False,Low
2026-01-01 10:00:40.800,WALKING,False,Low
2026-01-01 10:00:40.900,WALKING,False,Low
2026-01-01 10:00:41.000,WALKING,False,Low
2026-01-01 10:00:41.100,WALKING,False,Low
2026-01-01 10:00:41.200,WALKING,False,Low
2026-01-01 10:00:41.300,WALKING,False,Low
2026-01-01 10:00:41.400,WALKING,False,Low
2026-01-01 10:00:41.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:41.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:41.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:41.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:41.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.000,WALKING,False,Low
2026-01-01 10:00:42.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.300,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.400,WALKING,False,Low
2026-01-01 10:00:42.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.600,WALKING,False,Low
2026-01-01 10:00:42.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.800,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:42.900,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.000,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.100,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.200,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.300,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.400,WALKING,False,Low
2026-01-01 10:00:43.500,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.600,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.700,WALKING_DOWNSTAIRS,False,Low
2026-01-01 10:00:43.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:43.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:44.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.600,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.700,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.800,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:45.900,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.000,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.100,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.200,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.300,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.400,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.500,WALKING_UPSTAIRS,False,Low
2026-01-01 10:00:46.600,STANDING,False,Low
2026-01-01 10:00:46.700,STANDING,False,Low
2026-01-01 10:00:46.800,STANDING,False,Low
2026-01-01 10:00:46.900,STANDING,False,Low
2026-01-01 10:00:47.000,STANDING,False,Low
2026-01-01 10:00:47.100,STANDING,False,Low
2026-01-01 10:00:47.200,STANDING,False,Low
2026-01-01 10:00:47.300,STANDING,False,Low
2026-01-01 10:00:47.400,STANDING,False,Low
2026-01-01 10:00:47.500,STANDING,False,Low
2026-01-01 10:00:47.600,STANDING,False,Low
2026-01-01 10:00:47.700,STANDING,False,Low
2026-01-01 10:00:47.800,STANDING,False,Low
2026-01-01 10:00:47.900,SITTING,False,Low
2026-01-01 10:00:48.000,SITTING,False,Low
2026-01-01 10:00:48.100,STANDING,False,Low
2026-01-01 10:00:48.200,STANDING,False,Low
2026-01-01 10:00:48.300,STANDING,False,Low
2026-01-01 10:00:48.400,STANDING,False,Low
2026-01-01 10:00:48.500,STANDING,False,Low
2026-01-01 10:00:48.600,STANDING,False,Low
2026-01-01 10:00:48.700,STANDING,False,Low
2026-01-01 10:00:48.800,STANDING,False,Low
2026-01-01 10:00:48.900,STANDING,False,Low
2026-01-01 10:00:49.000,SITTING,False,Low
2026-01-01 10:00:49.100,SITTING,False,Low
2026-01-01 10:00:49.200,STANDING,False,Low
2026-01-01 10:00:49.300,STANDING,False,Low
2026-01-01 10:00:49.400,SITTING,False,Low
2026-01-01 10:00:49.500,SITTING,False,Low
2026-01-01 10:00:49.600,SITTING,False,Low
2026-01-01 10:00:49.700,SITTING,False,Low
2026-01-01 10:00:49.800,SITTING,False,Low
2026-01-01 10:00:49.900,SITTING,False,Low
2026-01-01 10:00:50.000,SITTING,False,Low
2026-01-01 10:00:50.100,SITTING,False,Low
